type,no,id,ja,en,use,note,author
APP,,tk10000122,取引先,Client,B,,
APP,,tk10000123,ボリューム,Workload,B,,
APP,,tk10000135,起算日,Start Date,B,,
APP,,tk10000136,締め日,Closing Date,B,,
APP,,tk10000137,祝日出勤日数,Public Holidays Worked,B,,
APP,,tk10000138,総労働－法休労働,Total Hours Worked - Legal Holiday Hours Worked,B,,
APP,,tk10000139,月の法定労働時間,Monthly Legal Work Hours,B,,
APP,,tk10000140,実労働－法休労働,Actual Hours Worked - Legal Holiday Hours Worked,B,,
APP,,tk10000141,深夜労働,Late Night Work,B,,
APP,,tk10000142,60時間超時間外,Overtime over 60 hours,B,,
APP,,tk10000143,時間単位有休,Hourly Leave,B,,
APP,,tk10000144,控除時間,Deductions,B,,
APP,,tk10000145,遅刻回数,Number of Late Starts,B,,
APP,,tk10000146,控除遅刻時間,Deducted Tardy Time,B,,
APP,,tk10000147,早退回数,Number of Early Departures,B,,
APP,,tk10000148,控除早退時間,Deducted Early Departures,B,,
APP,,tk10000149,私用外出回数,Times Away on Personal Errands,B,,
APP,,tk10000150,控除私用外出時間,Deducted Time Away on Personal Errands,B,,
APP,,tk10000151,平日日中法内所定,Regular Working Hours within SWH,B,,
APP,,tk10000152,平日日中法内残業,Overtime within SWH,B,,
APP,,tk10000153,平日日中法外,Working hours in excess of SWH ,B,,
APP,,tk10000154,平日深夜法内所定,Late Night Work within SWH,B,,
APP,,tk10000155,平日深夜法内残業,Late Night Overtime within SWH,B,,
APP,,tk10000156,平日深夜法外,Late Night Work in excess of SWH,B,,
APP,,tk10000157,所定休日日中法内,Regular Holiday Work within SWH,B,,
APP,,tk10000158,所定休日日中法外,Regular Holiday Work in excess of SWH,B,,
APP,,tk10000159,所定休日深夜法内,Regular Holiday Late Night Work within SWH,B,,
APP,,tk10000160,所定休日深夜法外,Regular Holiday Late Night Work in excess of SWH,B,,
APP,,tk10000161,法定休日日中,Legal Holiday Work,B,,
APP,,tk10000162,法定休日深夜,Legal Holiday Late Night Work,B,,
APP,,tk10000163,所定休日代休発生時間,Regular Holiday Working Hours for Compensation day,B,,
APP,,tk100001631,法定時間内残業 - 所定休日代休発生時間,Overtime within Legal Work Hours -Regular Holiday Working Hours for Compensation day,J,,
APP,,tk100001632,法定休日労働 - 法定休日代休発生時間,Legal Holiday Hours Worked -Legal Holiday Working Hours for Compensation day,J,,
APP,,tk10000164,法定休日代休発生時間,Legal Holiday Working Time for Compensation Day,B,,
APP,,tk10000165,法定時間内残業(代休調整済),OT Within Legal Work Hours(comp day adjusted),B,,
APP,,tk100001651,残業時間(代休調整済),Overtime (comp day adjusted) ,B,,
APP,,tk100001652,法定休日労働(代休調整済),Legal Holiday Work (comp day adjusted) ,B,,
APP,,tk10000166,残業時間,Overtime,B,,
APP,,tk10000167,代休失効日数,Expired compensation days,B,,
APP,,tk100001671,月末時点で失効した代休の日数,Number of expired compensation days as of ,J,,
APP,,tk10000170,変形労働時間制,Variable Work Hour System,B,,
APP,,tk10000190,表示しない,Do not display,J,,
APP,,tk10000191,【勤　　怠】,[Attendance] ,J,,
APP,,tk10000192,【経　　費】,[Expenses] ,J,,
APP,,tk10000193,【工　　数】,[Project Work Hours] ,J,,
APP,,tk10000195,取消,Cancel,J,,
APP,,tk10000196,デフォルト版,Default,J,,里石
APP,,tk10000198,拡張版,Extended Version,J,,里石
APP,,tk10000215,・全日,・Day off,C,,
APP,,tk10000216,・午前半休,・Morning Leave,C,,
APP,,tk10000217,・午後半休,・Afternoon Leave,C,,
APP,,tk10000238,タイムレポート,Time Report,J,,
APP,,tk10000239,参照,View,J,,
APP,,tk10000240,編集,Edit,J,,
APP,,tk10000242,チームスピリットに登録されていないユーザーです,User is not registered in Team Spirit.,C,,
APP,,tk10000243,発言の文字数が制限を超えます,The number of characters for chat is over the limit.,C,,
APP,,tk10000244,現在地,Current Location,C,,
APP,,tk10000247,適用の文字数が制限を超えます,The number of characters for remarks is over the limit.,C,,
APP,,tk10000248,申請済みのため削除できません,This request has already been submitted and cannot be deleted.,C,,
APP,,tk10000249,未出社,Not at work,C,,
APP,,tk10000250,商談,Business Negotiation,C,,
APP,,tk10000251,終日,All day,C,,
APP,,tk10000252,期日なし,No expiration date,C,,
APP,,tk10000253,発駅が指定されていません,Departure station is not specified,C,,
APP,,tk10000254,着駅が指定されていません,Arrival station  is not specified,C,,
APP,,tk10000256,指定日が未来の日付です,The specified date is in the future,C,,
APP,,tk10000257,勤怠カレンダー,Attendance Calendar,J,,
APP,,tk10000258,{0}年度,{0} Fiscal Year,J,,
APP,,tk10000259,共通,All,J,,
APP,,tk10000260,平日,Weekday,J,,
APP,,tk10000261,曜,day,J,,
APP,,tk10000262,種別,Type,J,,
APP,,tk10000263,イベント,Events,J,,
APP,,tk10000264,凡例,Legend,J,,
APP,,tk10000265,国民の祝日,Public Holiday,J,,
APP,,tk10000266,イベント（共通）,Event (shared),J,,
APP,,tk10000269,イベントの削除,Delete Event,J,,
APP,,tk10000270,イベントを削除しますか？,Do you wish to delete the event?,J,,
APP,,tk10000271,削除すると元に戻せませんがよろしいですか？,"Are you sure you wish to delete the event, it cannot be recovered?",J,,
APP,,tk10000273,イベントの参照,View Event,J,,
APP,,tk10000274,イベントの登録,Register Event,J,,
APP,,tk10000275,（変更なし）,(No change),J,,
APP,,tk10000276,（標準の勤務時間）,(Standard Work Hours),J,,
APP,,tk10000277,強（変更不可）,High (fixed),J,,
APP,,tk10000278,弱（変更可）,Low (open),J,,
APP,,tk10000279,イベントの長さが制限（{0}桁以内）を超えています,The length of the event exceeds ({0} digits or less),J,,
APP,,tk10000280,変更がないため登録は行いません,There is no change for this. This will not be registered.,J,,
APP,,tk10000281,管理メニュー,Management Menu,J,,
APP,,tk10000282,＞,>,J,,
APP,,tk10000283,勤怠カレンダーの設定をする,Attendance Calendar Settings,J,,
APP,,tk10000285,共通イベント,Common Event,J,,
APP,,tk10000286,優先,Preference,J,,
APP,,tk10000287,優先設定,Preference Settings,J,,
APP,,tk10000288,システム設定,System Settings,J,,
APP,,tk10000289,保存,Save,J,,
APP,,tk10000290,戻る,Back,J,,
APP,,tk10000291,共通設定,Common Settings,J,,
APP,,tk10000292,勤怠関連設定,Attendance Settings,J,,
APP,,tk10000293,工数関連設定,Project Work Hours Settings,J,,
APP,,tk10000294,駅探検索設定,Ekitan Search Settings,J,,Mari
APP,,tk10000297,コピー,Copy,J,,
APP,,tk10000298,勤務体系は登録されていません,Employee type is not registered,J,,
APP,,tk10000299,勤務体系\n「{0}」をコピーしますか？,"Do you wish to copy the Employee type\n""{0}""?",J,,
APP,,tk10000300,「,"""",J,,
APP,,tk10000301,勤務体系\n「{0}」を削除します。よろしいですか？,"Do you wish to delete the Employee type \n""{0}""?",J,,
APP,,tk10000302,【最終確認】\n削除すると元に戻すことはできません。本当に削除してよろしいですか？,[final confirmation] \nThis cannot be recovered if you delete. Are you sure you wish to delete it?,J,,
APP,,tk10000303,勤怠設定・勤務体系一覧,Attendance Settings/Employee type List,J,,
APP,,tk10000304,勤務時間、休暇、勤務体系の設定をする,"Work Hour, Leave and Employee Type Settings",J,,
APP,,tk10000305,勤務体系一覧,Employee Types,J,,
APP,,tk10000306,勤務体系名称,Employee Type Name,J,,
APP,,tk10000307,利用者数,Number of Users,J,,
APP,,tk10000311,無効,Invalid,J,,
APP,,tk10000320,部署設定,Department Settings,J,,
APP,,tk10000321,（新規作成）,(New),J,,
APP,,tk10000322,部署コードを入力してください,Enter the department code,J,,
APP,,tk10000323,部署名を入力してください,Enter the department name,J,,
APP,,tk10000324,部署コードの長さが制限（{0}桁以内）を超えています,The length of the department code exceeds ({0} digits or less),J,,
APP,,tk10000325,部署名の長さが制限（{0}桁以内）を超えています,The length of the department name exceeds ({0} digits or less),J,,
APP,,tk10000326,階層関係が正しくありません,Hierarchical relationships are not correct.,J,,
APP,,tk10000327,部署の階層が制限（{0}階層）を超えます,The hierarchy of department is more than ({0} hierarchy),J,,
APP,,tk10000331,有効期間の開始日,Valid Period (From),J,,
APP,,tk10000332,有効期間の終了日,Valid Period (To),J,,
APP,,tk10000333,有効期間の指定が無効です,The valid period setting is incorrect,J,,
APP,,tk10000334,部署一覧,Department List,J,,
APP,,tk10000335,部署名,Department Name,J,,
APP,,tk10000336,略名,Abbreviated Name,J,,
APP,,tk10000337,上位部署名,Parent Department,J,,
APP,,tk10000338,管理者,Administrator,J,,
APP,,tk10000339,補助管理者１,Assistant Administrator 1,J,,
APP,,tk10000340,補助管理者２,Assistant Administrator 2,J,,
APP,,tk10000341,有効日,Effective Date Range,J,,
APP,,tk10000342,発言グループ,Chatter Group,J,,
APP,,tk10000343,該当件数が {0} 件を超えました。上位 {1} 件のみ表示します。,Hits has exceeded {0}. Displays only the top {1}.,J,,
APP,,tk10000344,（すべて）,(All),J,,
APP,,tk10000345,（上位部署のない部署）,(Department does not have parent department),J,,
APP,,tk10000346,部署の削除または終了日の設定,Delete Department or Set the End Date,J,,
APP,,tk10000347,部署 「{0}」 を削除または終了日の設定をします。,"Delete ""{0}"" Department or enter the end date. ",J,,
APP,,tk10000349,以前,before,J,,
APP,,tk10000350,以降,after,J,,
APP,,tk10000351,［部署以外の検索条件］,[Search Conditions excluding Department],J,,
APP,,tk10000352,部署の登録をする,Department Settings,J,,
APP,,tk10000353,部署名,Department Name,J,,
APP,,tk10000354,上位部署,Parent Department,J,,
APP,,tk10000355,代表管理者,Administrator,J,,
APP,,tk10000356,有効終了日,End Date,J,,
APP,,tk10000357,社員設定,Employee Settings,J,,
APP,,tk10000358,取得情報はありません,There is no information to display,J,,
APP,,tk10000359,代休,Compensatory Days,J,,
APP,,tk10000361,※ 現在は代休管理を行わない設定となっています,*Current setting does not enable Compensation Day Management,J,,
APP,,tk10000362,日数管理休暇付与,Assign Administrative Leave ,J,,
APP,,tk10000363,取得可能日数 {0} 日（{1} 現在）,■ Number of Due {0} days (as of {1}),J,,
APP,,tk10000364,※ 現在は{0}を使用しない設定となっています,*Current setting does not enable {0},J,,
APP,,tk10000365,{0} 取得可能日数 {1}（{2} 現在）,Available {0}  {1} (as of {2}),J,,
APP,,tk10000366,管理,Administrator Name,J,,
APP,,tk10000367,の付与・取得情報,Assignment/Entitlement to ,J,,
APP,,tk10000368,消化日数,Taken,J,,
APP,,tk10000369,社員名を入力してください,Enter the employee name,J,,
APP,,tk10000370,社員コードの長さが制限（{0}桁以内）を超えています,The length of the employee code exceeds ({0} digits or less),J,,
APP,,tk10000371,社員名の長さが制限（{0}桁以内）を超えています,The length of the employee name exceeds ({0} digits or less),J,,
APP,,tk10000374,入社日が未入力の社員は有休自動付与の対象外となります。よろしいですか？,"If the employee Start Date has not been entered, paid leave auto-setup is not enabled.  Are you sure?",J,,
APP,,tk10000375,退社日,End Date,J,,
APP,,tk10000376,退社日が入社日より前になっています,End date is before the Start date.,J,,
APP,,tk10000377,ｰ,-,J,,
APP,,tk10000378,"振込受取人名に使用できる文字は「半角カタカナ(ァィゥェォヵヶッャュョヮヲ除く)」、もしくは「0～9A～Zﾞﾟ\,.｢｣()/-」と空白のみです","The characters ""half-width katakana(except for ァィゥェォヵヶッャュョヮヲ ), 0 to 9, A - Z, ﾞﾟ\, 「」()/-"" and blank can be used for beneficiary's name. ",J,,
APP,,tk10000379,振込先銀行コードに使用できる文字は半角数字のみです,Only numeric characters can be used for beneficiary's bank code.,J,,
APP,,tk10000380,"振込先銀行名に使用できる文字は「半角カタカナ(ァィゥェォヵヶッャュョヮヲ除く)」、もしくは「0～9A～Zﾞﾟ\,.｢｣()/-」と空白のみです","The characters ""half-width katakana(except for ァィゥェォヵヶッャュョヮヲ ), 0 to 9, A - Z, ﾞﾟ\, 「」()/-"" and blank can be used for beneficiary's bank name. ",J,,
APP,,tk10000381,振込先支店コードに使用できる文字は半角数字のみです,Only numeric characters can be used for beneficiary's bank branch code.,J,,
APP,,tk10000382,"振込先支店名に使用できる文字は「半角カタカナ(ァィゥェォヵヶッャュョヮヲ除く)」、もしくは「0～9A～Zﾞﾟ\,.｢｣()/-」と空白のみです","The characters ""half-width katakana(except for ァィゥェォヵヶッャュョヮヲ ), 0 to 9, A - Z, ﾞﾟ\, 「」()/-"" and blank can be used for beneficiary's bank branch name. ",J,,
APP,,tk10000383,振込先口座番号に使用できる文字は半角数字のみです,Only numeric characters can be used for beneficiary's bank account code.,J,,
APP,,tk10000384,振込受取人名を入力してください,Enter the beneficiary's name.,J,,
APP,,tk10000385,振込先銀行コードを入力してください,Enter the beneficiary bank code,J,,
APP,,tk10000386,振込先支店コードを入力してください,Enter the beneficiary bank branch code,J,,
APP,,tk10000387,振込先口座番号を入力してください,Enter the beneficiary bank account number,J,,
APP,,tk10000389,社員一覧,Employees List,J,,
APP,,tk10000390,ユーザ名,User Name,J,,
APP,,tk10000391,部署変更,Change Department,J,,
APP,,tk10000392,変更履歴,Change History,J,,
APP,,tk10000393,工数入力方式,Project Work Hours Entry Method,J,,
APP,,tk10000394,権限設定,Privileges Settings,J,,
APP,,tk10000395,全社員のデータ参照,View all employee data,J,,
APP,,tk10000396,全社員のデータ編集,Edit all employee data,J,,
APP,,tk10000397,管理機能の使用,Use of Management Functions,J,,
APP,,tk10000398,経費管理機能の使用,Use of Expense Management Functions,J,,
APP,,tk10000399,Chatter打刻の宛先,Destination of Chatter Time Stamp,J,,
APP,,tk10000400,シフト管理画面で非表示にする,Hidden on Shift Management screen,J,,
APP,,tk10000401,駅探検索の設定,Set up Ekitan Search ,J,,
APP,,tk10000402,特急,Limited Express,J,,
APP,,tk10000403,新幹線を使う,Shinkansen,J,,
APP,,tk10000404,使う,Take,J,,
APP,,tk10000405,使わない,Not take,J,,
APP,,tk10000406,自由席,Non-reserved seat,J,,
APP,,tk10000407,指定席,Reserved Seat,J,,
APP,,tk10000408,考慮しない,Calculate in full,J,,
APP,,tk10000409,除いた交通費を計算,Deduct commuter pass section,J,,
APP,,tk10000410,定期区間のロック,Lock Commuter Pass Route,J,,
APP,,tk10000411,ロックする（社員による定期区間の取扱、登録定期区間の変更を許可しない）,Lock (Prohibit changes to Commuter Pass Route and Registered Commuter Pass Route items by employees),J,,
APP,,tk10000412,現在の有休残日数,Available Paid Leave as of ,J,,
APP,,tk10000414,休日出勤・代休取得情報,Holiday Work/Compensation Day Entitlement,J,,
APP,,tk10000416,休出日数,Days of Holiday Work,J,,
APP,,tk10000417,代休日数,Compensation Days,J,,
APP,,tk10000418,全銀振込情報,Zengin Transfer Information,J,,
APP,,tk10000419,振込受取人名,Beneficiary Name,J,,
APP,,tk10000420,振込先銀行コード,Beneficiary Bank Code,J,,
APP,,tk10000421,振込先銀行名,Beneficiary Bank Name,J,,
APP,,tk10000422,振込先支店コード,Beneficiary Bank Branch Code,J,,
APP,,tk10000423,振込先支店名,Beneficiary Bank Branch Name,J,,
APP,,tk10000424,振込先預金種目,Beneficiary Bank Account Type,J,,
APP,,tk10000425,普通,Ordinary,J,,
APP,,tk10000426,当座,Savings,J,,
APP,,tk10000427,振込先口座番号,Beneficiary Bank Account Number,J,,
APP,,tk10000430,月次工数実績,Monthly Actual Project Hours Worked,J,,
APP,,tk10000432,[管],[Admin] ,J,,
APP,,tk10000433,[経],[Account] ,J,,
APP,,tk10000434,[全覧],[All List] ,J,,
APP,,tk10000435,[全編],[All Edit] ,J,,
APP,,tk10000436,（部署未設定の社員）,(Employee department not specified),J,,
APP,,tk10000437,社員の削除または退社日の設定,Delete Employee or Set the End Date,J,,
APP,,tk10000438,社員 「{0}」 を削除または退社日の設定をします。,"Delete employee ""{0}"" or enter the end date. ",J,,
APP,,tk10000440,※ 社員を削除する場合、社員に関連するすべてのデータが同時に削除されます。,"*When deleting an employee, all associated data will be deleted. ",J,,
APP,,tk10000441,選択された社員に共通の付与可能な休暇はありません,There is no shared leave to be assigned to the selected employee.,J,,
APP,,tk10000442,選択された社員に付与可能な休暇はありません,There is no leave to be assigned to the selected employee.,J,,
APP,,tk10000443,退職者も表示,Display Leavers,J,,
APP,,tk10000444,ユーザを選択してください,Select User,J,,
APP,,tk10000445,社員の登録、配属、勤務体系、権限設定、有休付与をする,"Employee Profile, Assignment, Employee Type, Privileges and Paid Leave Settings",J,,
APP,,tk10000447,定期区間,Commuter Pass Route,J,,
APP,,tk10000448,権限,Privileges,J,,
APP,,tk10000449,まとめて変更,Change all,J,,
APP,,tk10000450,社員検索,Employee Search,J,,
APP,,tk10000451,その他の変更,Other Change,J,,
APP,,tk10000452,変更する項目を選択して値を入力してください。,Select the item you want to change and enter the value.,J,,
APP,,tk10000455,Salesforceユーザを追加,Add Salesforce users ,J,,
APP,,tk10000456,プロファイル,Profile,J,,
APP,,tk10000457,従業員番号,Employee No.,J,,
APP,,tk10000458,マネージャ,Manager name,J,,
APP,,tk10000459,※ 本製品の使用ライセンスが付与されたユーザのみ選択してください。,*Select the user who is licensed for this product. ,J,,
APP,,tk10000460,選択したユーザを下記設定で一括社員登録します （他項目の設定は登録後に社員毎に行ってください）。,Register the batch of selected users with employee profile with the following settings (set up other items for each employee after registration. ,J,,
APP,,tk10000461,マネージャを引き継ぐ（上長に設定）,Register the Manager (set in Manager),J,,
APP,,tk10000462,従業員番号を社員コードとして登録,Employee number is set in Employee Code,J,,
APP,,tk10000464,（社員登録）,(Employee Registration),J,,
APP,,tk10000465,社員名称を入力してください,Enter the employee name,J,,
APP,,tk10000466,勤務パターンの選択,Select Work Shift,J,,
APP,,tk10000467,選択不可の勤務パターン,Non-selectable Work Shift,J,,
APP,,tk10000468,選択可能な勤務パターン,Selectable Work Shift,J,,
APP,,tk10000469,勤務パターン名　,Work Shift Name　,J,,
APP,,tk10000470,勤務パターン一覧で選択する,Select from the Work Shift list,J,,
APP,,tk10000471,休暇の選択,Select Leave ,J,,
APP,,tk10000472,選択不可の休暇,Non-selectable Leave,J,,
APP,,tk10000473,選択可能な休暇,Selectable Leave,J,,
APP,,tk10000474,休暇名　,Leave Category　,J,,
APP,,tk10000475,休暇一覧で選択する,Select from the leave category list,J,,
APP,,tk10000477,のコピー,copy of,J,,
APP,,tk10000478,」,"""",J,,
APP,,tk10000480,基本設定は勤務体系「{0}」と共有しています。,"Basic Settings are shared with Employee type Settings ""{0}"". ",J,,GLOVA
APP,,tk10000481,設定を変更するとそれらの勤務体系の設定も変更することになります。ご注意ください。,Please note that Employee type Settings will be changed if you change Basic Settings.  ,J,,
APP,,tk10000482,{0}～{1},{0} to {1},J,,
APP,,tk10000483,{0}以降,After {0},J,,
APP,,tk10000484,{0}以前,Before {0},J,,
APP,,tk10000485,休憩時間を削除,Delete the break time,J,,
APP,,tk10000486,標準の,Standard,J,,
APP,,tk10000487,１日当りの所定労働時間,Regular work hours per day,J,,
APP,,tk10000488,勤務体系「{0}」で選択可能な休暇を選択してください。,Select a leave type from the permitted selections for the Employee Type “{0}”,J,,
APP,,tk10000489,勤務体系「{0}」で選択可能な勤務パターンを選択してください。,Select from the Work shift options in Employee Type “{0}”,J,,
APP,,tk10000490,既存のデータと勤続継続日数が重複します,Number of continued working day is duplicated in the existing data.,J,,
APP,,tk10000491,付与日数の設定を削除しますか？,Do you wish to delete the assignment?,J,,
APP,,tk10000492,勤務体系名称を入力してください,Enter the Employee type name,J,,
APP,,tk10000494,振替の期間制限,Enter the validity period of substitute working/leave,J,,
APP,,tk10000495,{0} を入力してください,Enter {0}.,J,,GLOVA
APP,,tk10000496,始業終業時刻を入力してください,Enter the work start/end time.,J,,
APP,,tk10000497,始業終業時刻を正しく入力してください,Enter the work start/end time correctly.,J,,
APP,,tk10000498,時間単位休の基準時間(年次有給休暇用)を入力してください,Enter the standard hours for annual paid leave.,J,,
APP,,tk10000499,時間単位休の基準時間(年次有給休暇用)は2:00以上10:00以下で設定してください,Enter the standard hours for annual paid leave between 2:00 and 10:00.,J,,
APP,,tk10000500,１週間の法定労働時間を入力してください,Enter the legal work hours for 1 week.,J,,
APP,,tk10000501,固定労働時間制の場合、１日の所定労働時間は１日の法定労働時間を超えないように設定してください,"When setting up Fixed Working Hours, regular work hours per day must be less than legal work hours per day.",J,,
APP,,tk10000502,フレックス時間帯を入力してください,Enter the flexible time,J,,
APP,,tk10000503,フレックス時間帯が正しくありません,Flexible Time has not been entered correctly,J,,
APP,,tk10000504,コア時間帯を入力してください,Enter the core time,J,,
APP,,tk10000505,コア時間帯が正しくありません,Core Time has not been entered correctly,J,,
APP,,tk10000506,１ヶ月の所定労働時間を入力してください,Enter the regular work hours for 1 month.,J,,
APP,,tk10000507,１日当りの所定労働時間を入力してください,Enter the regular work hours for 1 day.,J,,
APP,,tk10000508,代休取得可能 休日出勤労働時間を入力してください,Enter the working hours of holiday work as compensation day ,J,,
APP,,tk10000509,代休管理の設定,Compensatory Day Settings,J,,
APP,,tk10000510,毎週,Every Week,J,,
APP,,tk10000511,曜日,Day of week,J,,
APP,,tk10000512,毎月最終日,Last Day of the Month,J,,
APP,,tk10000513,毎月,Every Month,J,,
APP,,tk10000514,毎月 最終,Every Month Last,J,,
APP,,tk10000515,毎月 第,Every Month,J,,
APP,,tk10000516,任意日,Optional Date,J,,
APP,,tk10000517,ヵ月,Month(s),J,,
APP,,tk10000518,以上,more than ,J,,
APP,,tk10000519,勤務体系の設定,Employee Type Settings,J,,
APP,,tk10000520,基本設定,Basic Settings,J,,
APP,,tk10000521,ご注意ください,Please note,J,,
APP,,tk10000522,変形期間の単位,Unit,J,,
APP,,tk10000523,１週間,1 week,J,,
APP,,tk10000524,１ヶ月,1 month,J,,
APP,,tk10000525,３ヶ月,3 months,J,,
APP,,tk10000526,６ヶ月,6 months,J,,
APP,,tk10000527,１年,1 year,J,,
APP,,tk10000528,<---- ボタンクリックで切り替え, <---- Switch by clicking the button ,J,,
APP,,tk10000529,法定休日の自動判定,Auto Detection of Legal Holiday,J,,
APP,,tk10000530,自動判定を行う（1週間内に法定休日が1日存在しない場合）,Auto Detection (When no legal holidays fall within the week),J,,
APP,,tk10000531,国民の祝日は会社休日とする,Public holidays are defined as company holidays,J,,
APP,,tk10000532,半日休暇設定,Half-Day Leave Settings,J,,
APP,,tk10000533,半日休暇取得可,Half-days permitted,J,,
APP,,tk10000534,午前半休適用時間,Morning half-day leave,J,,
APP,,tk10000535,午後半休適用時間,Afternoon half-day leave,J,,
APP,,tk10000536,詳細設定,Advanced Settings,J,,
APP,,tk10000537,１週間の法定労働時間,Legal work hours per week,J,,
APP,,tk10000538,年次有給休暇1日分をこの時間で消化します,Equivalent to one day of annual paid leave.,J,,
APP,,tk10000539,休日を含む２暦日にまたがる労働,Work spanning 2 calendar days that includes a holiday,J,,
APP,,tk10000540,１暦日扱いとする,Record as 1 Calendar Day,J,,
APP,,tk10000541,入力制限,Entry of future times not permitted,J,,
APP,,tk10000542,未来の時刻は入力不可,Future time cannot be entered,J,,
APP,,tk10000543,月単位の端数処理,Round to Months,J,,
APP,,tk10000544,{0}分単位で四捨五入,Round to {0} minutes ,J,,
APP,,tk10000545,勤務時間{0} 超の場合、休憩時間を{1} 以上とること,"For work of more than {0} , employee must take a break of at least {1}",J,,
APP,,tk10000547,複数申請可（最新の申請が有効）,Multiple (Latest request is valid),J,,
APP,,tk10000548,申請の時間帯以外の勤務は認めない,Do not permit work beyond request overtime,J,,
APP,,tk10000549,振替の期間制限を変更する,Change the time limit substitute day can be used,J,,
APP,,tk10000550,次月度内,Within current or following month,J,,
APP,,tk10000551,ヵ月後の月度最終日まで,The last day of the xx months after,J,,
APP,,tk10000552,平日・休日変更を許可,Weekday/Holiday change permitted,J,,
APP,,tk10000553,日次確定申請の承認者,Approver for Daily Confirmation Request,J,,
APP,,tk10000554,日次確定申請漏れのチェック,Check for missing Daily Confirmation Requests,J,,
APP,,tk10000555,月次確定の時に行う,Check when conducting monthly confirmation,J,,
APP,,tk10000556,工数入力時間のチェック,Check entry of Project Work Hours,J,,
APP,,tk10000557,日次確定の時に行う,Check when conducting daily confirmation,J,,
APP,,tk10000558,時刻の丸め,Rounding of Time,J,,
APP,,tk10000563,出社時刻の端数処理,Round Arrival Time,J,,
APP,,tk10000564,退社時刻の端数処理,Round Departure Time,J,,
APP,,tk10000565,時刻の表示形式,Time Format,J,,
APP,,tk10000566,10進数,Decimal ,J,,
APP,,tk10000567,設定する,Yes,J,,
APP,,tk10000568,勤怠グラフにコア時間を表示する,Display core time in the attendance graph,J,,
APP,,tk10000569,一律固定,Fixed,J,,
APP,,tk10000570,１ヶ月の所定労働時間,Regular Work Hours per Month,J,,
APP,,tk10000571,自動計算,Auto-calculation,J,,
APP,,tk10000572,（１日の勤務時間×所定出勤日数で計算）,(by the formula: daily work hours x regular days worked),J,,
APP,,tk10000573,計算結果の確認,Confirm results,J,,
APP,,tk10000574,起算日の設定,Start Date Settings,J,,
APP,,tk10000575,年度の起算月,Fiscal year start month,J,,
APP,,tk10000576,年度の表記,Fiscal year format,J,,
APP,,tk10000577,月度の起算日,Start date of month,J,,
APP,,tk10000578,月度の表記,Month format,J,,
APP,,tk10000579,一度保存すると、年度の起算月、月度の起算日、週の起算日の設定を変更することはできません。ご注意ください。,The above settings once saved it cannot be changed.,J,,
APP,,tk10000580,休暇の設定,Leave Settings,J,,
APP,,tk10000581,取得可能な休暇リスト,Entitled Leave Categories,J,,
APP,,tk10000582,休暇名,Leave Types,J,,
APP,,tk10000583,代休管理を行う,Administer compensatory days,J,,
APP,,tk10000586,{0}以上…終日代休可 （無条件の場合は 0 をセットしてください）,"For work of at least {0}, 1 full compensatory day (Set to 0 if no conditions exist)",J,,
APP,,tk10000588,{0}以上…半日代休可 （無条件の場合は 0 をセットしてください）,"For work of at least {0}, 1 half compensatory day (Set to 0 if no conditions exist)",J,,
APP,,tk10000592,振替休日に出勤した場合は代休不可,Compensatory day permitted for work on substitute holiday,J,,Mari
APP,,tk10000593,勤務パターンの設定,Work Shift Settings,J,,
APP,,tk10000594,選択可能な勤務パターンリスト,Work Shift Options,J,,
APP,,tk10000595,適用日,Designated Working Days,J,,
APP,,tk10000596,残業警告の設定,Overtime Work Alert Settings,J,,
APP,,tk10000597,上限,Limit,J,,
APP,,tk10000598,警告１,Warning 1,J,,
APP,,tk10000599,警告２,Warning 2,J,,
APP,,tk10000600,警告３,Warning 3,J,,
APP,,tk10000601,月間残業時間,Monthly Overtime,J,,
APP,,tk10000602,年間残業時間,Annual Overtime,J,,
APP,,tk10000603,月間残業時間の超過回数,Number of Overtime occasions per Month,J,,
APP,,tk10000604,有休自動付与の設定,Automatically grant paid leave settings,J,,
APP,,tk10000606,継続勤務日数,Continuous Work Days,J,,
APP,,tk10000607,付与日数（年間）,Days Granted (Annual),J,,
APP,,tk10000608,月の所定労働時間自動計算結果,Monthly Regular Work Hours Auto-Calculation Results,J,,
APP,,tk10000609,日数,Days,J,,
APP,,tk10000610,月の所定労働時間＝１日の勤務時間×所定出勤日数,Monthly regular work hours = Daily work hours x regular days worked,J,,
APP,,tk10000611,※,*,J,,
APP,,tk10000614,労基法上の限度を超えている恐れあり,May have exceeded limit set by Labor Standards Act,J,,
APP,,tk10000615,経費精算の設定,Expense Reimbursement Settings,J,,
APP,,tk10000616,拡張項目,Additional Item,J,,
APP,,tk10000617,費目は設定されていません,Account is not specified,B,,
APP,,tk10000618,×,X,J,,
APP,,tk10000619,費目 「{0}／{1}／{2}」 を削除します。\nよろしいですか？\n（削除すると元に戻すことはできません）,"Delete account ""{0}/{1}/{2}"" . \n Are you sure?  \n(This cannot be recovered if you delete)",J,,
APP,,tk10000620,費目 「{0}／{1}／{2}／{3}」 を削除します。\nよろしいですか？\n（削除すると元に戻すことはできません）,"Delete account ""{0}/{1}/{2}/{3}"" . \n Are you sure?  \n(This cannot be recovered if you delete)",J,,
APP,,tk10000621,費目の設定はありません,There is no account settings,J,,
